start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q125805924,7,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q139695449,7,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q139695449,7,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q125805924,7,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q125805924,7,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q125805924,7,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q139695449,7,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q139695449,7,1,75
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q125805924,6,1,75
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q115740101,5,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q115740101,5,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q115740101,5,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q75279367,5,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q75279367,5,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q5592156,5,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q5592156,5,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q5592156,5,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q60845247,5,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q60845247,5,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q115740101,5,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q115740101,5,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q75279367,5,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q75279367,5,1,75
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q5592156,5,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q5592156,5,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q60845247,5,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q60845247,5,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q138711431,4,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q139695568,4,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q139695568,4,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q139695568,4,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q139557611,4,1,75
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q139695449,4,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q49533404,4,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q49533404,4,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q49533404,4,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q138711431,4,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q138711431,4,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q138711431,4,1,75
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q139695568,4,1,75
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q139557611,4,1,75
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q139557611,4,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q139557611,4,1,75
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q75279367,4,1,75
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q49533404,4,1,75
