start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q125805924,5,1,72
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q125805924,5,1,72
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q125805924,5,1,72
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q125805924,5,1,72
2026-05-07T18:23:00.000+02:00,2026-05-07T18:28:00.000+02:00,Q139695449,4,1,72
2026-05-07T18:22:00.000+02:00,2026-05-07T18:27:00.000+02:00,Q139695449,4,1,72
2026-05-07T18:26:00.000+02:00,2026-05-07T18:31:00.000+02:00,Q125805924,4,1,72
2026-05-07T18:25:00.000+02:00,2026-05-07T18:30:00.000+02:00,Q139695449,4,1,72
2026-05-07T18:24:00.000+02:00,2026-05-07T18:29:00.000+02:00,Q139695449,4,1,72
